,SKN load,ATG load,GLP load,MSR load,DMA load,MTQ load,LCA load,BRB load,SVG load,GRD load
1385,31.6,50.75,229.6,1.88,14.7,211.5,54.5,139.4,21.0,30.4
1386,34.85,55.24,253.1,2.09,16.2,232.4,60.8,152.6,23.0,33.8
1387,36.66,58.17,263.5,2.18,16.8,242.9,62.4,161.0,24.5,35.1
1388,33.69,53.8,245.5,2.05,15.8,225.8,58.7,149.6,22.7,33.0
1389,31.05,50.08,227.7,1.86,14.4,207.5,54.7,135.8,20.6,29.9
1390,29.56,46.83,214.2,1.76,13.5,194.6,50.1,129.9,19.3,28.0
1391,26.86,42.85,195.4,1.6,12.5,177.2,46.0,116.1,17.9,26.0
1392,23.92,39.18,178.5,1.44,11.1,161.6,41.4,107.8,16.2,23.4
1393,22.9,36.11,166.9,1.37,10.7,152.6,39.8,101.4,15.4,22.1
1394,22.46,35.34,162.6,1.33,10.5,147.9,38.9,98.5,15.0,21.3
1395,22.39,35.2,161.7,1.35,10.3,147.9,38.4,96.7,14.6,21.5
1396,23.13,36.87,169.4,1.36,10.7,152.0,39.9,101.1,15.2,22.1
1397,25.78,41.32,188.4,1.55,12.1,170.5,44.1,111.7,16.9,24.9
1398,28.25,45.51,206.8,1.67,13.2,188.1,48.4,125.9,18.7,27.0
1399,30.16,48.52,218.9,1.83,14.1,201.0,51.7,134.6,20.1,28.8
1400,32.68,52.7,239.3,1.96,15.4,217.3,55.8,145.2,21.5,31.0
1401,34.16,54.55,248.1,2.03,15.8,226.4,58.8,151.2,22.4,32.8
1402,34.45,55.1,250.9,2.06,15.9,229.6,60.1,150.5,23.3,33.1
1403,35.47,56.73,255.3,2.09,16.6,234.2,60.0,156.3,23.3,34.3
1404,35.15,56.69,259.8,2.15,16.2,234.9,61.6,152.8,23.8,33.9
1405,33.94,54.37,250.7,2.09,16.0,229.6,60.5,153.6,22.7,33.3
1406,34.02,54.64,249.7,2.02,15.6,225.1,58.9,149.4,22.5,32.5
1407,32.54,52.46,242.6,1.96,15.3,219.2,57.2,144.8,21.6,31.7
1408,32.53,51.53,237.7,1.94,14.8,214.2,55.1,139.6,21.5,31.1
1409,32.07,50.7,229.6,1.89,14.7,211.4,55.2,140.8,20.9,31.0
1410,34.35,55.0,258.0,2.11,16.5,231.7,61.0,153.0,23.3,33.8
1411,35.99,58.21,268.1,2.21,17.0,242.8,62.5,161.8,24.3,35.3
1412,34.78,54.95,252.2,2.09,16.1,229.7,59.8,153.1,23.2,33.4
1413,31.72,50.61,231.5,1.86,14.8,209.6,54.3,137.5,21.2,30.6
1414,29.29,46.75,220.6,1.78,14.0,197.7,50.9,128.9,19.5,29.0
1415,27.16,43.78,198.1,1.64,12.8,181.4,46.5,118.9,17.9,26.6
1416,24.53,40.03,183.5,1.51,11.6,165.7,43.2,109.2,16.4,23.7
1417,23.48,37.79,173.1,1.4,10.9,156.6,40.8,103.0,15.9,22.9
1418,22.58,36.89,167.0,1.38,10.8,152.3,39.7,100.1,15.2,22.1
1419,22.42,36.28,168.4,1.36,10.6,151.6,39.0,98.8,15.4,21.9
1420,23.37,37.57,168.8,1.38,11.0,155.6,40.1,103.3,15.7,22.4
1421,26.93,43.03,195.6,1.58,12.4,177.7,46.8,117.7,18.0,25.7
1422,30.19,47.24,216.8,1.81,14.0,198.9,51.3,132.9,19.8,28.6
1423,31.49,51.2,233.4,1.9,14.9,211.1,54.8,139.2,21.3,30.2
1424,32.57,53.11,245.2,1.95,15.3,220.2,57.3,144.8,22.2,31.6
1425,34.15,55.4,253.1,2.07,16.0,228.8,59.2,151.8,22.8,32.8
1426,34.47,55.46,252.9,2.12,16.1,232.5,60.4,152.8,23.3,33.6
1427,34.74,55.81,259.6,2.1,16.6,234.2,60.4,154.9,23.5,34.0
1428,36.13,57.5,262.5,2.16,16.5,237.6,62.4,158.4,24.1,34.5
1429,35.59,56.79,256.2,2.09,16.6,234.0,61.0,153.9,23.5,34.4
1430,34.7,55.47,252.0,2.05,15.9,228.4,58.8,150.7,22.9,33.6
1431,33.72,54.07,249.0,2.02,15.5,224.3,58.1,146.3,22.1,32.2
1432,32.7,51.85,236.2,1.96,15.3,215.8,56.3,142.7,21.8,31.3
1433,32.45,51.43,233.4,1.93,14.9,213.2,55.9,142.8,21.1,31.0
1434,35.66,55.57,255.9,2.1,16.2,234.5,60.6,154.2,23.3,34.4
1435,35.9,58.72,267.5,2.17,17.0,242.6,62.5,160.1,24.3,34.8
1436,33.98,54.38,252.8,2.02,16.0,227.9,58.4,151.1,23.0,32.8
1437,31.64,50.4,232.7,1.88,14.5,209.0,53.9,138.7,21.1,30.7
1438,29.51,47.2,218.0,1.8,13.7,198.3,50.8,131.9,20.0,28.7
1439,27.56,44.48,201.7,1.66,12.9,183.2,48.3,120.5,18.5,26.7
1440,25.36,40.95,184.8,1.5,11.8,168.6,44.2,109.7,16.6,24.1
1441,24.3,38.85,174.6,1.45,11.2,160.3,41.2,104.9,16.1,22.9
1442,23.19,37.5,174.0,1.4,10.8,156.2,40.6,101.7,15.5,22.8
1443,23.4,37.08,169.3,1.41,10.8,154.4,39.9,102.9,15.3,22.3
1444,23.42,37.4,170.9,1.42,11.0,157.7,41.4,105.2,15.6,22.8
1445,26.43,42.57,196.0,1.59,12.4,175.7,45.5,116.4,17.4,25.8
1446,29.78,47.39,216.7,1.78,13.9,197.4,51.8,131.5,19.8,28.3
1447,31.16,49.76,231.7,1.87,14.6,209.9,54.4,137.1,21.1,30.8
1448,32.96,51.61,238.9,1.93,15.1,216.7,56.3,143.4,22.0,31.0
1449,34.18,53.69,246.8,2.01,15.8,225.0,58.1,148.1,22.5,33.0
1450,33.85,53.85,246.6,2.03,16.1,226.7,58.6,148.5,23.0,32.9
1451,34.18,54.43,252.2,2.03,16.0,228.1,60.0,152.8,23.1,32.6
1452,34.42,54.83,250.7,2.07,16.0,227.9,59.5,148.9,23.0,32.9
1453,32.54,53.02,239.2,1.99,15.5,220.1,57.2,144.5,22.3,31.6
1454,32.21,50.55,237.5,1.9,14.9,213.1,56.0,139.6,21.6,30.9
1455,30.89,49.63,229.3,1.84,14.4,207.0,54.1,138.4,20.7,29.9
1456,31.11,49.9,228.0,1.82,14.2,205.0,52.8,133.6,20.5,29.4
1457,30.52,48.78,225.0,1.85,14.5,205.5,53.2,135.2,20.3,30.2
1458,33.94,54.54,246.8,2.05,15.9,226.2,58.6,147.1,22.5,32.5
1459,34.77,55.11,257.5,2.11,16.4,232.9,60.4,154.2,23.0,33.6
1460,32.81,52.55,238.2,2.0,15.5,219.7,56.6,146.2,21.8,32.3
1461,31.12,48.82,226.4,1.84,14.3,204.5,52.7,133.9,20.7,29.5
1462,29.05,46.34,215.6,1.77,13.8,195.2,50.2,128.6,19.5,28.2
1463,27.1,43.43,198.4,1.63,12.8,180.2,46.2,119.3,18.0,26.5
1464,25.02,40.54,182.1,1.48,11.6,167.0,42.8,109.1,16.5,24.5
1465,23.08,37.24,172.7,1.41,10.8,155.9,40.1,103.0,15.5,22.5
1466,22.64,35.65,162.9,1.36,10.6,150.1,38.9,99.4,14.8,21.6
1467,22.29,35.85,164.4,1.32,10.5,148.1,37.9,98.0,14.7,21.7
1468,22.51,35.24,166.1,1.36,10.5,149.1,38.9,98.8,14.7,21.8
1469,23.09,37.63,173.9,1.39,10.8,156.1,41.1,104.1,15.7,22.5
1470,24.23,39.14,174.8,1.45,11.3,161.1,42.2,104.7,16.0,23.6
1471,27.36,43.35,198.1,1.63,12.7,181.0,47.1,120.7,17.9,26.5
1472,30.06,47.81,220.3,1.77,13.9,199.4,52.0,133.2,20.0,29.0
1473,31.46,50.34,228.0,1.9,14.6,207.9,54.4,139.0,20.7,30.4
1474,31.6,50.63,226.8,1.89,14.8,208.8,55.0,136.2,20.6,30.1
1475,31.23,50.96,228.6,1.92,14.8,210.9,55.6,140.6,21.4,30.5
1476,31.49,50.47,236.1,1.89,14.6,211.6,54.6,139.1,21.3,30.5
1477,31.13,48.63,225.2,1.86,14.3,205.7,54.1,136.0,20.3,29.6
1478,29.72,47.48,217.4,1.79,14.0,198.6,51.5,131.5,19.9,28.8
1479,28.94,46.28,216.5,1.77,13.8,195.6,51.1,129.7,19.8,28.5
1480,29.23,46.27,215.2,1.76,13.6,192.8,50.1,127.5,19.3,27.9
1481,29.44,45.97,213.6,1.74,13.4,194.2,50.5,128.9,19.2,28.3
1482,32.83,51.32,237.5,1.97,15.0,216.0,56.9,140.9,21.8,31.0
1483,34.49,54.81,251.8,2.09,15.9,229.9,58.9,150.2,23.1,33.4
1484,32.91,52.79,244.1,1.97,15.6,221.8,57.2,147.3,22.1,31.8
1485,31.03,49.84,226.2,1.86,14.7,207.7,54.4,138.5,20.7,29.9
1486,29.87,48.72,222.1,1.82,13.9,200.7,52.7,133.9,20.0,29.1
1487,27.66,45.14,207.7,1.7,12.8,186.3,47.8,124.5,18.5,26.9
1488,25.31,41.12,186.0,1.54,11.8,170.8,44.0,113.6,17.0,24.4
1489,23.86,38.72,175.9,1.46,11.3,160.2,42.2,106.4,16.1,23.1
1490,23.25,37.27,167.4,1.38,10.8,153.9,40.1,100.3,15.3,22.3
1491,22.38,36.2,163.1,1.36,10.5,150.2,39.4,100.4,15.0,21.8
1492,22.65,35.73,162.6,1.35,10.5,149.9,39.4,99.4,14.8,21.7
1493,23.06,37.32,171.2,1.38,11.0,154.8,39.8,100.7,15.7,22.4
1494,23.73,37.66,175.6,1.44,10.9,157.4,41.1,105.2,15.8,22.5
1495,25.22,40.27,186.2,1.52,12.0,169.8,43.7,111.8,17.2,24.4
1496,27.48,43.96,202.7,1.68,12.9,184.8,47.5,122.9,18.5,26.8
1497,29.07,46.29,209.0,1.73,13.3,191.9,50.4,126.6,19.2,28.1
1498,29.15,47.35,217.0,1.75,13.7,195.6,50.7,128.2,19.7,28.1
1499,30.09,47.96,220.7,1.81,14.0,200.7,52.9,133.1,19.9,29.3
1500,29.7,47.73,223.7,1.78,13.9,200.5,52.0,132.0,20.0,28.8
1501,28.71,44.89,210.1,1.7,13.5,189.6,49.8,124.8,19.0,27.3
1502,27.37,43.64,202.0,1.64,12.8,182.0,47.6,121.1,18.3,26.6
1503,26.55,43.03,196.4,1.58,12.5,177.2,45.6,117.5,17.7,26.0
1504,26.0,42.25,192.6,1.59,12.4,175.8,45.0,115.6,17.7,25.7
1505,27.16,43.54,201.0,1.63,12.6,181.0,46.6,121.0,18.1,26.4
1506,31.16,50.22,229.7,1.85,14.4,207.6,53.3,138.3,20.7,30.1
1507,33.56,53.75,246.6,2.01,15.6,224.5,58.1,149.7,22.6,32.1
1508,32.67,53.36,243.9,2.02,15.6,220.9,56.9,143.7,22.1,32.5
1509,31.57,50.04,228.7,1.86,14.4,208.5,54.3,136.7,20.8,30.7
1510,30.34,48.41,219.3,1.8,14.0,200.6,52.9,130.5,19.9,28.8
1511,27.61,43.65,204.8,1.63,13.0,183.8,47.7,120.0,18.4,26.8
1512,25.28,40.66,188.0,1.53,11.9,168.6,43.3,110.0,16.7,24.6
1513,24.16,38.77,175.8,1.45,11.2,159.9,41.1,106.1,16.1,22.9
1514,23.3,36.81,172.6,1.38,11.0,154.7,40.1,100.9,15.4,22.5
1515,23.04,36.5,167.9,1.36,10.7,152.8,39.7,100.6,15.3,22.4
1516,23.75,37.76,172.0,1.4,10.9,156.5,41.1,102.4,15.8,22.7
1517,26.54,43.16,194.2,1.6,12.5,177.8,46.9,117.3,17.7,25.6
1518,29.55,47.81,212.7,1.76,13.9,196.3,51.2,131.3,19.8,28.6
1519,31.96,50.57,228.5,1.9,14.7,210.8,54.7,140.2,20.8,30.7
1520,33.58,54.07,242.7,2.02,15.6,222.2,57.0,145.0,22.5,32.2
1521,34.49,55.69,253.4,2.1,16.3,230.7,59.7,151.3,23.1,33.1
1522,35.24,56.19,262.6,2.11,16.5,236.6,61.6,155.8,23.4,34.7
1523,36.17,58.24,270.3,2.19,17.2,243.2,62.8,161.1,24.0,35.1
1524,37.14,59.39,268.6,2.23,17.3,245.4,62.9,160.2,24.5,35.9
1525,36.79,57.83,267.8,2.19,16.8,242.4,62.9,161.9,23.9,34.9
1526,35.32,57.65,264.4,2.12,16.6,238.0,61.3,154.7,23.9,34.0
1527,34.61,54.83,254.2,2.04,16.2,230.3,59.2,154.2,23.1,33.2
1528,33.53,54.42,248.3,2.04,15.7,223.9,57.9,149.9,22.1,32.6
1529,33.69,53.44,242.7,1.99,15.7,221.7,57.5,146.2,22.5,32.5
1530,36.03,58.26,261.8,2.2,16.7,241.2,62.0,158.6,24.1,34.7
1531,36.97,59.47,275.5,2.23,17.3,249.9,65.0,166.8,25.3,36.4
1532,35.65,57.3,257.6,2.13,16.4,237.3,61.8,155.4,23.9,34.7
1533,33.15,52.74,241.4,1.94,15.5,218.1,56.9,143.7,21.9,31.9
1534,30.53,49.1,226.6,1.87,14.6,206.3,53.0,134.9,20.4,29.9
1535,28.7,45.77,207.0,1.69,13.2,190.4,49.4,127.4,18.8,27.3
1536,26.38,42.44,195.7,1.58,12.2,175.7,45.3,116.7,17.5,25.4
1537,25.14,40.51,181.7,1.53,11.7,167.6,44.0,109.4,16.8,24.6
1538,24.53,39.88,179.9,1.48,11.3,163.9,42.0,108.1,16.5,23.5
1539,24.78,38.6,179.6,1.47,11.3,163.2,42.9,106.8,16.4,23.4
1540,25.4,40.12,182.6,1.52,11.7,167.4,43.4,109.1,16.9,23.9
1541,28.08,45.26,209.3,1.68,13.1,188.3,49.6,125.6,18.8,27.6
1542,31.35,49.35,229.5,1.88,14.7,208.2,54.9,138.5,20.9,30.2
1543,34.01,53.93,244.9,1.99,15.8,224.1,58.0,146.7,22.2,32.1
1544,35.84,56.12,259.2,2.09,16.6,235.8,60.8,156.7,23.5,34.3
1545,36.27,58.56,269.0,2.22,17.0,242.8,63.4,159.7,24.1,35.7
1546,36.55,58.6,269.4,2.19,17.4,246.0,63.9,163.0,24.8,35.7
1547,37.4,59.93,274.5,2.27,17.7,250.1,65.5,166.5,25.1,36.4
1548,35.97,58.03,267.1,2.19,16.9,241.6,63.5,158.1,24.1,34.7
1549,37.69,59.12,278.1,2.23,17.5,249.6,64.2,167.2,25.1,35.8
1550,37.33,59.12,272.4,2.22,17.6,248.9,64.6,164.7,25.2,35.7
1551,36.27,58.72,267.0,2.18,16.8,243.4,63.5,160.1,24.1,35.5
1552,34.71,55.59,258.4,2.11,16.1,233.8,61.6,154.2,23.2,34.2
1553,34.81,54.57,249.2,2.07,16.2,229.4,60.4,153.2,23.1,33.7
1554,37.54,59.66,271.5,2.21,17.4,248.6,64.1,166.4,24.8,35.5
1555,38.94,62.39,278.9,2.3,17.7,257.3,66.0,171.6,25.5,37.8
1556,37.24,59.04,269.1,2.2,17.0,245.0,63.6,162.3,24.6,35.0
1557,33.93,54.12,251.3,2.06,15.7,228.2,59.2,150.2,23.0,33.5
1558,32.73,52.28,241.4,1.96,15.1,217.8,56.5,145.9,21.8,31.2
1559,29.76,48.15,219.0,1.8,13.8,199.1,52.3,132.7,19.9,29.2
1560,27.13,44.37,201.5,1.62,12.7,183.2,47.0,120.0,18.3,26.7
1561,26.22,41.93,190.1,1.55,12.2,173.8,45.8,114.3,17.4,24.9
1562,25.6,40.36,184.1,1.52,11.9,169.5,44.4,110.8,16.8,24.8
1563,25.17,39.71,183.9,1.49,11.8,167.3,43.1,111.4,17.0,24.2
1564,25.28,40.72,184.2,1.52,12.0,169.9,44.2,112.8,17.0,25.0
1565,28.0,45.12,203.8,1.7,13.2,187.7,48.2,122.7,19.0,27.0
1566,30.6,49.57,223.9,1.82,14.1,204.0,53.1,134.6,20.5,29.8
1567,32.5,52.16,240.6,1.99,15.4,219.6,57.8,144.3,21.8,31.4
1568,35.05,56.64,262.0,2.1,16.5,234.7,61.7,154.7,23.8,34.0
1569,35.72,57.53,263.8,2.15,16.8,240.3,62.8,159.5,24.1,34.5
1570,36.78,59.04,268.2,2.2,17.1,243.6,63.1,161.7,24.5,35.3
1571,37.55,59.03,277.5,2.23,17.5,249.1,65.0,165.6,25.0,36.0
1572,37.04,60.15,276.6,2.21,17.6,248.1,64.2,163.5,25.2,36.3
1573,36.79,57.45,268.3,2.16,16.9,242.9,62.7,159.9,24.1,35.3
1574,35.96,57.79,260.1,2.14,16.7,237.5,61.1,155.5,23.6,34.2
1575,34.97,55.58,257.3,2.12,16.2,233.0,61.1,155.1,23.4,33.3
1576,33.93,53.84,253.5,2.07,15.8,227.2,59.9,148.0,22.6,32.6
1577,33.45,53.33,246.3,2.04,15.7,223.5,58.7,146.8,22.5,32.3
1578,36.46,58.72,265.8,2.17,17.0,243.8,62.9,161.5,24.5,35.3
1579,38.11,61.12,283.1,2.3,17.7,254.6,66.2,168.7,25.3,36.9
1580,36.83,57.86,264.5,2.18,17.2,242.7,63.6,160.5,24.1,35.6
1581,34.43,54.57,252.3,2.04,16.0,226.4,58.1,149.9,22.9,32.9
1582,32.6,51.63,234.5,1.94,15.0,215.6,56.1,143.9,21.7,31.0
1583,29.79,47.47,215.8,1.76,14.0,197.6,50.7,130.4,19.5,28.2
1584,26.89,43.87,199.7,1.61,12.8,181.6,47.5,121.1,18.3,26.3
1585,25.87,41.07,190.5,1.55,11.9,172.8,45.4,114.4,17.5,25.0
1586,25.2,39.9,184.1,1.5,11.9,167.6,43.5,111.8,17.0,24.2
1587,24.68,40.26,181.3,1.49,11.8,166.4,43.4,109.2,16.5,24.5
1588,25.97,40.9,190.0,1.53,11.9,171.4,45.2,114.6,17.3,25.1
1589,29.33,45.64,211.7,1.74,13.5,192.9,49.6,128.4,19.1,27.7
1590,31.76,50.18,233.6,1.87,14.6,211.0,55.4,139.4,21.3,30.8
1591,33.99,54.02,242.5,2.0,15.5,223.7,58.8,146.7,22.1,32.3
1592,35.06,56.71,263.0,2.1,16.5,235.7,61.6,153.5,23.4,34.2
1593,36.2,59.09,267.6,2.22,17.1,244.2,63.5,162.0,24.2,35.8
1594,37.14,58.83,267.1,2.21,17.2,245.4,63.3,163.9,24.8,35.5
1595,37.18,59.12,275.5,2.25,17.6,249.4,65.1,166.8,25.0,36.4
1596,37.66,61.2,280.9,2.26,18.0,253.5,66.9,167.2,25.1,36.6
1597,37.34,60.71,277.4,2.24,17.4,251.2,64.7,163.4,25.1,36.1
1598,37.47,60.2,268.0,2.26,17.6,247.1,64.2,161.4,24.4,36.2
1599,36.36,58.7,268.3,2.16,17.1,242.9,64.0,158.2,24.0,35.4
1600,34.54,56.24,257.5,2.12,16.5,233.6,60.7,153.4,23.1,33.9
1601,34.27,54.84,246.3,2.04,15.8,225.9,58.2,150.5,22.4,33.2
1602,37.12,58.53,267.9,2.25,17.4,246.3,64.6,163.4,25.0,36.2
1603,37.96,60.63,280.8,2.3,18.2,256.4,67.4,167.2,25.4,36.7
1604,37.21,58.02,267.7,2.23,17.1,244.5,63.7,162.8,24.7,35.9
1605,33.99,55.38,253.5,2.03,15.7,227.8,59.3,149.4,22.7,33.2
1606,31.8,51.0,234.0,1.95,15.0,214.6,55.0,142.7,21.5,31.2
1607,29.22,46.99,216.5,1.79,13.9,197.5,51.8,129.8,19.5,28.4
1608,27.13,44.17,200.4,1.65,12.6,181.5,47.9,121.0,18.2,26.4
1609,25.6,41.97,188.8,1.57,12.1,172.8,44.6,114.5,17.1,25.4
1610,25.06,40.21,185.0,1.52,11.9,167.6,43.8,110.2,16.8,24.0
1611,25.2,39.61,182.7,1.49,11.8,166.7,43.1,111.6,16.7,23.9
1612,25.85,40.97,185.5,1.54,12.1,170.4,44.6,112.3,17.1,25.0
1613,28.59,45.21,212.5,1.7,13.3,190.4,50.0,126.3,19.0,27.4
1614,31.53,50.01,227.1,1.86,14.6,208.5,54.0,138.6,20.8,29.8
1615,32.54,53.46,243.4,2.0,15.3,219.8,57.9,144.7,22.1,32.2
1616,34.22,55.85,249.0,2.09,16.1,229.7,59.9,152.9,23.2,33.2
1617,35.54,57.47,265.1,2.17,16.6,239.3,62.9,159.0,23.9,34.6
1618,36.86,58.18,272.1,2.21,17.3,244.1,63.5,161.7,24.5,34.9
1619,37.34,60.03,268.5,2.22,17.5,247.5,64.9,165.7,24.7,35.4
1620,37.39,60.35,275.5,2.26,17.5,248.0,65.1,163.8,24.7,35.5
1621,36.57,58.16,265.0,2.17,16.9,243.1,62.5,158.1,24.4,35.1
1622,35.95,56.69,263.9,2.16,16.7,237.4,61.6,157.3,23.8,34.0
1623,35.55,56.6,259.5,2.13,16.3,234.2,61.5,155.0,23.4,33.7
1624,33.75,54.25,246.1,2.06,15.9,226.5,58.2,150.5,22.4,32.9
1625,33.12,53.57,242.5,1.99,15.7,222.4,57.8,145.8,22.3,32.7
1626,35.96,57.7,269.4,2.2,16.9,241.6,63.2,158.6,24.4,35.2
1627,37.78,60.89,271.9,2.23,17.3,250.4,64.9,163.4,25.3,36.3
1628,35.74,57.1,264.5,2.13,16.8,237.3,62.4,154.3,23.6,34.9
1629,32.77,52.93,242.7,1.99,15.4,219.8,57.3,144.8,22.1,31.9
1630,32.29,51.65,235.7,1.93,14.9,212.1,54.6,139.3,21.5,30.5
1631,29.53,47.53,214.5,1.78,13.9,196.6,50.4,128.8,19.7,28.8
1632,27.22,43.92,201.4,1.62,12.8,181.7,46.6,118.4,18.1,26.6
1633,25.87,40.79,189.4,1.55,11.9,171.4,44.4,111.5,16.9,24.7
1634,24.66,39.33,182.3,1.48,11.5,166.2,42.6,108.1,16.7,24.2
1635,24.41,39.51,178.5,1.48,11.4,164.4,42.2,107.5,16.5,23.6
1636,24.41,39.72,181.6,1.48,11.4,163.7,42.5,108.0,16.5,23.9
1637,25.67,41.59,188.6,1.55,11.9,172.0,45.1,113.5,17.1,24.8
1638,26.39,42.29,192.9,1.6,12.3,176.8,45.9,117.8,17.5,25.4
1639,28.94,46.09,209.7,1.75,13.3,192.5,49.4,126.6,19.1,28.2
1640,31.49,49.63,228.0,1.87,14.5,207.3,53.7,138.6,20.7,30.1
1641,32.71,52.14,240.6,1.93,15.2,215.6,56.7,141.3,21.6,31.6
1642,32.49,51.77,234.7,1.97,15.2,216.2,55.8,141.9,21.9,31.2
1643,32.64,52.29,238.9,1.98,15.3,219.2,57.4,143.0,22.1,31.8
1644,32.52,52.05,238.0,1.99,15.5,218.7,57.3,145.5,22.0,32.0
1645,31.8,49.83,232.9,1.89,14.7,210.3,54.6,138.2,20.9,30.6
1646,30.43,48.42,226.8,1.84,14.3,203.6,52.8,135.3,20.1,29.9
1647,29.82,47.12,218.6,1.8,14.1,199.1,52.3,131.3,19.8,28.9
1648,29.5,47.03,214.4,1.75,13.8,196.9,51.1,131.5,20.0,28.9
1649,29.69,48.49,217.1,1.79,13.9,199.5,51.5,130.4,19.9,28.7
1650,33.22,53.65,240.9,1.99,15.5,220.9,56.8,146.6,21.9,31.9
1651,34.7,55.74,255.6,2.12,16.5,233.3,60.5,155.2,23.0,33.8
1652,34.25,55.3,247.9,2.03,15.8,227.1,59.3,148.2,22.6,33.2
1653,31.92,50.8,232.4,1.9,14.9,213.4,56.1,138.8,21.6,31.3
1654,31.15,50.23,226.6,1.86,14.6,207.5,54.7,138.4,20.6,29.8
1655,29.14,47.05,211.7,1.72,13.4,193.5,50.5,126.9,19.2,28.1
1656,27.07,42.89,193.2,1.59,12.4,178.1,45.8,116.7,17.9,25.8
1657,25.07,40.91,186.5,1.54,11.9,169.0,43.4,111.7,16.8,24.5
1658,24.53,38.72,177.4,1.47,11.5,163.6,42.3,108.8,16.4,23.9
1659,23.88,38.48,179.4,1.45,11.4,160.9,41.4,107.3,16.0,23.0
1660,24.31,39.17,175.3,1.43,11.3,160.9,41.7,107.7,16.3,23.3
1661,22.16,36.03,162.3,1.36,10.5,148.5,38.2,98.1,14.9,21.7
1662,24.61,40.3,184.4,1.5,11.5,166.1,42.7,108.0,16.8,24.2
1663,26.8,42.83,193.2,1.59,12.6,178.1,46.2,117.8,18.0,25.9
1664,28.3,46.24,208.3,1.73,13.3,190.8,49.2,127.4,19.0,27.8
1665,29.41,46.24,212.6,1.76,13.8,195.5,50.2,128.6,19.7,28.6
1666,29.64,46.63,216.6,1.79,14.0,196.8,50.7,129.3,19.9,28.9
1667,29.99,48.51,222.4,1.81,14.2,202.4,52.3,134.6,20.1,28.9
1668,30.64,48.73,219.8,1.79,14.3,201.4,52.3,132.9,19.9,29.4
1669,29.01,45.6,209.9,1.7,13.2,191.2,50.3,126.0,18.9,27.8
1670,27.68,43.41,200.4,1.64,12.9,182.2,47.5,120.9,18.0,26.3
1671,26.53,42.46,195.0,1.61,12.4,176.9,46.6,117.1,17.9,25.4
1672,26.32,41.97,193.2,1.59,12.1,174.5,44.9,113.8,17.7,25.6
1673,26.3,42.09,192.9,1.6,12.3,177.7,45.5,116.1,17.8,25.9
1674,30.4,48.3,222.6,1.83,14.4,203.6,53.0,133.0,20.1,29.6
1675,33.25,54.06,247.6,2.01,15.6,223.4,57.6,147.1,22.6,32.7
1676,32.86,52.87,240.1,2.02,15.5,221.4,57.9,145.4,22.3,31.7
1677,32.0,50.34,232.6,1.88,14.8,210.8,54.2,137.5,21.2,30.3
1678,30.67,48.75,222.2,1.82,14.1,202.3,52.2,134.5,19.9,29.5
1679,28.12,45.31,208.1,1.66,13.2,186.7,48.7,123.7,18.8,27.1
1680,25.67,40.94,187.6,1.55,12.2,173.0,44.6,113.8,17.4,24.8
1681,25.03,39.45,184.0,1.49,11.5,165.0,42.8,109.2,16.5,23.8
1682,24.02,38.34,176.9,1.46,11.3,160.5,41.5,104.6,15.9,23.4
1683,24.07,38.82,174.1,1.43,11.2,159.4,41.2,104.4,16.2,23.3
1684,24.88,39.11,180.9,1.49,11.4,163.4,42.5,106.3,16.2,23.4
1685,27.28,43.88,204.3,1.68,12.7,184.5,47.3,120.4,18.6,26.6
1686,30.23,48.25,222.5,1.83,14.4,203.6,52.3,134.6,20.4,29.3
1687,32.61,52.94,242.7,1.98,15.1,217.8,55.9,142.7,22.0,32.0
1688,34.07,55.19,251.3,2.07,16.1,228.4,58.9,150.1,22.7,33.0
1689,35.4,58.02,263.1,2.12,16.6,238.3,61.6,158.4,23.8,34.1
1690,36.06,58.02,264.4,2.17,16.8,242.6,63.4,161.1,24.3,34.8
1691,36.98,58.72,274.3,2.23,17.5,247.7,64.1,164.1,24.6,35.7
1692,37.63,60.1,276.6,2.26,17.6,251.4,64.5,164.1,25.4,36.4
1693,36.96,59.93,271.3,2.28,17.6,250.1,65.8,162.9,25.4,36.4
1694,36.7,57.95,267.3,2.17,17.3,244.1,62.8,161.2,24.7,35.1
1695,35.62,56.49,260.8,2.15,16.7,238.5,61.9,158.0,24.0,34.4
1696,33.95,53.96,252.3,2.06,16.0,228.2,58.6,152.3,22.7,33.4
1697,33.48,53.84,243.8,1.99,15.4,221.1,58.3,145.4,22.2,31.6
1698,36.57,57.82,269.2,2.18,16.9,241.6,63.3,160.4,24.4,35.0
1699,38.28,60.31,280.1,2.26,17.7,252.9,66.3,167.7,25.5,36.8
1700,36.48,56.91,261.8,2.16,17.0,240.6,61.9,160.4,24.1,35.0
1701,32.96,53.02,244.5,1.98,15.6,223.0,57.2,145.6,22.4,31.9
1702,31.92,50.33,231.2,1.89,14.5,210.1,54.4,138.9,21.0,30.1
1703,29.15,46.94,213.8,1.71,13.5,193.2,51.0,128.4,19.5,28.0
1704,26.86,42.11,196.3,1.6,12.6,176.8,46.2,116.9,17.9,25.4
1705,25.3,39.89,186.0,1.5,11.9,168.6,43.7,109.7,16.9,24.5
1706,24.5,39.29,182.7,1.49,11.4,164.8,42.4,109.4,16.2,23.8
1707,24.34,38.71,177.7,1.45,11.6,163.2,41.8,106.8,16.4,23.4
1708,25.41,40.13,187.0,1.49,11.6,168.2,44.0,111.9,16.6,24.3
